DNA_ID,input,filtered,denoisedF,denoisedR,merged,nochim,perc_reads_retained,Sample_ID,Concentration_ng_ul,Filter_Extracted,Extraction_Date,Lot_Number,Project_ID,Location_ID,Date_Collected,Station_ID,Deployment_ID,FP_or_PT_Sample_Remaining_fraction,SD_remaining_est,Freezer_Temp_NegDegrees,Notes,Date,D_Number,Deployment_Type,Niskin_bottles,Deployment_Depth_m,Integrated_Depths_m,Depth_Class,Max_Depth,Temp_at_Deployment,Deployment_Time,Total_Filtration_Time_min,Volume_Filtered_mL,Storage_Code,Fraction,Replicate,Upper_Size_um,Lower_Size_um,NOTES,Start_Filtration_Time,End_Filtration_Time,Latitude,Longitude,lag,water_extracted,month,avg_cells_per_ml,Depth_Range,Chem_Depth,is_Fmax,is_stratified,EPA_Comments,NH4,NOx,SRP,TN,TP,K,Na,Ca,Mg,Cl,SO4,DOC,Si,chl_a,pressure,temperature,conductivity,oxygenRaw,par,beamAttenuation,beamTransmission,fluorescence,spar,upoly,oxygen,conductivity2,flag,salinity,temperature2,oxygenRaw2,conductivity3,oxygen2,transect,good_oxygen
AP_D74,47195,34166,33453,33469,32369,31590,66.93505667973302,AAH_ONT_20230927_012_FP_EW2,29.2,0.5,20231006,172033163,AAH,ONT,20230927,12,AAH_ONT_20230927_012_1,0.75,NA,NA,NA,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T23:59:00Z,NA,4780,FF,Whole,2,20,0.22,NA,0-01-01T00:46:00Z,0-01-01T01:11:00Z,43.50345,-79.35313333,72,2390,September,5467730.0101312455,< 10 m,5,no,unstratified,NA,14.9,156,1.11,526,3.12,1.482,13.107,29.4,8.536,22.5642,21.909,2.963,0.478,2.89,4.9115,18.1228,260.799885,0.0281,1e-12,1.1025,75.9089,1.1062,0,0.0388385,-2.23245,261.996764,0,2112891.0871939873,18.1215,2.536,302.3595,9.4065,T1,9.4065
AP_D82,63540,48288,47343,47199,45575,44690,70.33364809568775,AAH_ONT_20230927_017_FP_BW2,39.2,0.25,20231011,175026656_1,AAH,ONT,20230927,17,AAH_ONT_20230927_017_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,10.9,NA,B,NA,NA,0-01-01T14:58:00Z,NA,3740,FF,Whole,2,20,0.22,NA,0-01-01T15:10:00Z,0-01-01T15:34:00Z,43.22538333,-79.27113333,36,935,September,6091337.177987566,10-20 m,10.9,no,unstratified,NA,24.9,187,1.14,385,2.67,1.399,12.843,27.6,8.566,22.9993,22.4479,2.687,0.632,2.28,10.684,18.1227,263.486771,0.0281,54.641,0.6646,84.6918,0.68864,1852.9,0.3248794,-2.2322,264.553618,0,2169366.020805047,18.1227,2.4872,305.484,9.1851,T1,9.1851
AP_D90,69206,50110,49178,49092,47569,46447,67.1141230529145,AAH_ONT_20230927_033_FP_EW2,17.9,0.25,20231006,172033163,AAH,ONT,20230927,33,AAH_ONT_20230927_033_1,0.75,NA,NA,day sample,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T09:55:00Z,NA,4000,FF,Whole,2,20,0.22,Day sample,0-01-01T10:53:00Z,0-01-01T11:14:00Z,43.5965,-78.81436667,79,1000,September,6068122.020262491,< 10 m,5,no,unstratified,NA,19.3,138,1.12,370,4.72,1.398,13.256999999999998,30.46,8.652,22.9199,22.5462,2.578,0.666,2.5,4.9205000000000005,19.1526,265.618849,0.0281,308.41,1.1371,75.2554,0.84982,1539.8,0.0554688,-2.18605,266.805126,0,2082794.0355869867,19.1505,2.5287,300.773,9.17535,T2,9.17535
AP_D98,73956,52011,50813,50502,48894,47106,63.69462923900698,AAH_ONT_20230926_035_FP_MW2,30.3,0.25,20231011,175026656_1,AAH,ONT,20230926,35,AAH_ONT_20230926_035_2,0.75,NA,NA,NA,20230926,2,Rosette Cast,3,14.4,NA,M,NA,NA,0-01-01T13:54:00Z,NA,3960,FF,Whole,2,20,0.22,NA,0-01-01T15:08:00Z,0-01-01T15:31:00Z,43.36143333,-78.72943333,97,990,September,4040718.2804513006,10-20 m,14.3,NA,NA,NA,32.8,314,0.352,553,4.26,1.541,13.683,30.6,8.576,24.0678,23.2025,2.387,1.21,1.28,14.088,10.0612,219.428326,0.0256,47.595,0.6107,85.8419,0.72527,1634.4,0.0554688,-2.6874,220.650921,0,2279414.156885312,10.0653,2.3138,312.915,10.0661,T2,10.0661
AP_D4,59596,42465,41534,41693,40427,39066,65.55137928720049,AAH_ONT_20230516_048_FP_EW2,61,0.5,20230609,172033163,AAH,ONT,20230516,48,AAH_ONT_20230516_048_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T18:07:00Z,NA,3040,FF,Whole,1,20,0.22,NA,0-01-01T18:56:00Z,0-01-01T19:10:00Z,43.8797,-77.43975,63,1520,May,4260221.599355284,< 10 m,5,no,unstratified,NA,18.8,349,0.851,472,2.66,1.7301139687470568,13.703999999999999,30.64,8.626,24.5178,23.1902,2.733,0.674,0.38,4.913,6.80945,200.710516,2.2039,111.08,0.1891,95.3828,0.10256,927.45,0.4001283,12.52665,315.455,0,2283559.2009018585,NA,NA,NA,NA,T4,12.52665
AP_D12,46807,32523,31560,31559,30501,29692,63.43495630995364,AAH_ONT_20230516_064_FP_BW2,13.6,0.5,20230615,172033163,AAH,ONT,20230516,64,AAH_ONT_20230516_064_3,0.5,NA,NA,NA,20230516,3,Rosette Cast,2,224,NA,B,NA,NA,0-01-01T02:15:00Z,NA,5700,FF,Whole,2,20,0.22,NA,0-01-01T03:08:00Z,0-01-01T03:27:00Z,43.51975,-76.91836666666667,72,2850,May,1657562.2615703433,>100 m,209,yes,stratified,NA,14,331,2.49,488,8.19,1.73827538246768,13.494,31.9,8.712,23.818,23.5845,2.436,1.31,0.05,219.696,3.6774,183.170802,1.9976,1e-12,0.1239,96.9512,0.035409,0,0.4088593,12.4098,319.362,0,2286075.91945151,NA,NA,NA,NA,T5,12.4098
AP_D20,42975,29796,29115,29158,28396,27828,64.75392670157068,AAH_ONT_20230517_041_FP_BW2,18.2,0.5,20230613,172033163,AAH,ONT,20230517,41,AAH_ONT_20230517_041_3,0.5,NA,NA,NA,20230517,3,Rosette Cast,3,127,NA,B,NA,NA,0-01-01T20:01:00Z,NA,5270,FF,Whole,2,20,0.22,NA,0-01-01T20:18:00Z,0-01-01T20:45:00Z,43.71661666666667,-78.02736666666667,44,2635,May,2751716.660833525,>100 m,133,no,stratified,NA,13.7,302,2.3,475,2.52,1.6705312817298545,14.205000000000002,31.9,9.258,23.5103,23.5579,2.389,1.42,0.21,124.565,3.7637,182.142304,2.105,1e-12,0.1056,97.3955,0.074481,143.74,0.3913973,13.0842,316.603,0,2238059.893741264,NA,NA,NA,NA,T3,13.0842
AP_D28,47024,31946,30860,30814,29769,28967,61.60045933991154,AAH_ONT_20230517_055_FP_BW2,7.76,0.5,20230616,172033163,AAH,ONT,20230517,55,AAH_ONT_20230517_055_3,0.5,NA,NA,NA,20230517,3,Rosette Cast,3,189,NA,B,NA,NA,0-01-01T10:30:00Z,NA,4850,FF,Whole,2,20,0.22,NA,0-01-01T11:00:00Z,0-01-01T11:15:00Z,43.44421666666667,-77.43893333333334,45,2425,May,1648276.1984803132,>100 m,189,yes,stratified,NA,16.1,320,1.34,475,6.36,1.7593505530559181,12.759,30.43,8.819,23.7768,23.591,2.3,1.22,0.16,185.355,3.6683,182.286685,2.0342,1e-12,0.0981,97.5785,0.040293,1788,0.3984652,12.66,317.914,0,2259305.100368199,NA,NA,NA,NA,T4,12.66
AP_D36,46040,30514,29717,29717,28876,28135,61.109904430929625,AAH_ONT_20230518_029_FP_BW2,17.6,0.5,20230615,172033163,AAH,ONT,20230518,29,AAH_ONT_20230518_029_2,0.5,NA,NA,NA,20230518,2,Rosette Cast,3,27,NA,B,NA,NA,0-01-01T15:52:00Z,NA,3180,FF,Whole,2,20,0.22,NA,0-01-01T16:11:00Z,0-01-01T16:35:00Z,43.81845,-78.86953333333334,43,1590,May,2163492.5954409395,20-30 m,30,yes,stratified,NA,24.3,345,1.87,525,4.44,1.4641628486066909,15.123000000000001,34.1,9.312,24.7462,23.5969,2.396,1.13,0.48,26.474,4.66955,190.1843355,2.1154,29.14,0.15310000000000001,96.2454,0.11355,1805.7,0.4007519,12.67085,320.504,0,2333331.5349855097,NA,NA,NA,NA,T2,12.67085
AP_D44,48626,32653,31766,31718,30773,29601,60.87484062024431,AAH_ONT_20230518_033_FP_MW2,60.1,0.5,20230616,172033163,AAH,ONT,20230518,33,AAH_ONT_20230518_033_2,0.5,NA,NA,NA,20230518,2,Rosette Cast,2,20,NA,M,NA,NA,0-01-01T11:50:00Z,NA,5120,FF,Whole,2,20,0.22,NA,0-01-01T12:35:00Z,0-01-01T12:56:00Z,43.596916666666665,-78.81335,66,2560,May,2870674.3311075293,10-20 m,20,yes,stratified,NA,7.59,316,2.21,515,4.14,1.5919747785994394,13.863000000000001,33.28,9.284,23.133,23.4643,2.232,1.22,1.27,19.612000000000002,4.531549999999999,185.50134100000002,2.1856,32.119,0.3547,91.5142,0.819295,1786,0.3739352,13.24945,314.033,0,2210632.17632555,NA,NA,NA,NA,T2,13.24945
AP_D52,57407,44551,43753,43777,41708,39636,69.04384482728587,AAH_ONT_20230519_008_FP_EW2,46.7,0.5,20230614,172033163,AAH,ONT,20230519,8,AAH_ONT_20230519_008_1,0.5,NA,NA,NA,20230519,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T13:26:00Z,NA,3520,FF,Whole,2,20,0.22,NA,0-01-01T13:36:00Z,0-01-01T14:01:00Z,43.623216666666664,-79.45183333333334,35,1760,May,4445302.443011743,< 10 m,5,yes,unstratified,NA,12.3,425,1.92,640,7.36,1.6850018291523632,17.85,34.6,9.284,30.356,23.8402,2.438,0.792,2.22,4.867,8.4311,227.08204899999998,2.3468,681.62,0.8542,80.7709,0.47375,1967.1,0.4645715,12.9841,339.097,0,2779895.3768938137,NA,NA,NA,NA,T1,12.9841
AP_D61,7091,71,57,54,54,54,0.7615286983500211,AAH_ONT_20230519_000_FP_NW1,NA,0.5,20230615,172033163,AAH,ONT,20230519,0,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8760,FF,Whole,1,20,0.22,NA,0-01-01T14:20:00Z,0-01-01T14:51:00Z,NA,NA,NA,4380,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D75,59135,40333,39326,39358,38433,36725,62.10366111439926,AAH_ONT_20230927_012_FP_MW1,21.2,0.5,20231011,175026656_1,AAH,ONT,20230927,12,AAH_ONT_20230927_012_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,52,NA,M,NA,NA,0-01-01T23:32:00Z,NA,5220,FF,Whole,1,20,0.22,NA,0-01-01T23:45:00Z,0-01-01T00:11:00Z,43.50345,-79.35313333,39,2610,September,2157888.9366797144,40-100 m,51.9,no,unstratified,NA,13.6,367,1.68,517,2.25,1.468,13.314,29.86,8.64,23.6963,23.2952,2.584,1.33,0.37,50.999,4.7555,188.39845,0.0195,1e-12,0.3217,92.2722,0.22344,0,0.0554688,-3.1564,189.510241,0,2262315.8531071944,4.7514,2.2418,316.568,11.1667,T1,11.1667
AP_D83,64788,46683,45678,45720,44167,43229,66.7237760079027,AAH_ONT_20230927_029_FP_EW1,34.2,0.25,20231011,175026656_1,AAH,ONT,20230927,29,AAH_ONT_20230927_029_1,0.75,NA,NA,In tubes labeled as B1,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T04:45:00Z,NA,4610,FF,Whole,1,20,0.22,NA,0-01-01T04:52:00Z,0-01-01T05:17:00Z,43.81948333,-78.87111667,32,1152.5,September,5268239.758231637,< 10 m,5,no,unstratified,NA,15,134,0.978,336,2.68,1.394,12.789,30.48,8.43,23.1378,22.5006,2.814,0.532,2.21,4.908,19.0098,266.016729,0.0281,1e-12,1.0288,77.3205,0.80952,0,0.0554688,-2.192,267.140108,0,2108569.5692568836,19.0088,2.5421,302.202,9.2664,T2,9.2664
AP_D91,41090,24968,24254,24201,23591,22575,54.94037478705281,AAH_ONT_20230927_033_FP_MW1,16.3,0.25,20231009,172033163,AAH,ONT,20230927,33,AAH_ONT_20230927_033_2,0.75,NA,NA,day sample,20230927,2,Rosette Cast,3,68.5,NA,M,NA,NA,0-01-01T09:29:00Z,NA,5340,FF,Whole,1,20,0.22,Day sample,0-01-01T09:44:00Z,0-01-01T10:08:00Z,43.5965,-78.81436667,39,1335,September,1733131.6025788626,40-100 m,68.5,no,unstratified,NA,6.77,355,1.35,521,3.56,1.433,13.497,30.96,8.68,23.4166,23.1804,2.233,1.46,0.25,67.176,4.1696,184.194728,0.022,1e-12,0.2789,93.2655,0.14286,1400,0.05339,-3.2068,185.325195,0,2232408.445629988,4.1691,2.3663,315.711,12.1977,T2,12.1977
AP_D99,82150,60020,58404,58301,56166,54264,66.05477784540474,AAH_ONT_20230926_035_FP_BW1,35.3,0.25,20231011,175026656_1,AAH,ONT,20230926,35,AAH_ONT_20230926_035_3,0.75,NA,NA,NA,20230926,3,Rosette Cast,3,26.7,NA,B,NA,NA,0-01-01T13:53:00Z,NA,4900,FF,Whole,1,20,0.22,NA,0-01-01T14:04:00Z,0-01-01T14:29:00Z,43.36143333,-78.72943333,36,1225,September,3800561.476398803,20-30 m,26.7,NA,NA,NA,29.2,310,0.352,528,4.45,1.495,13.605,30.16,8.55,23.9701,22.3802,2.475,1.13,1.14,26.195,9.1792,213.927646,0.0269,3.2873,0.6683,84.6134,0.62271,1608.8,0.0554688,-2.7474,215.15419,0,2270460.734412068,9.1784,2.3126,312.931,10.3,T2,10.3
AP_D5,95730,64062,62927,62839,60592,57779,60.35621017444897,AAH_ONT_20230516_048_FP_BW1,14.7,0.5,20230609,172033163,AAH,ONT,20230516,48,AAH_ONT_20230516_048_2,0.5,NA,NA,NA,20230516,2,Rosette Cast,3,35,NA,B,NA,NA,0-01-01T18:07:00Z,NA,3460,FF,Whole,1,20,0.22,NA,0-01-01T18:18:00Z,0-01-01T18:31:00Z,43.8797,-77.43975,24,1730,May,2229615.7688233936,30-40 m,35,no,unstratified,NA,21.3,350,1.02,477,2.31,1.7278121571972358,13.280999999999999,30.1,8.614,23.8298,23.4781,2.179,1.14,0.24,34.318,4.7906,187.991939,2.1612,4.383,0.1034,97.4478,0.090354,458.8,0.3984652,12.98905,315.517,0,2243861.3210732397,NA,NA,NA,NA,T4,12.98905
AP_D13,58940,36920,36018,36003,35037,33374,56.62368510349508,AAH_ONT_20230516_064_FP_EW1,143,0.5,20230615,172033163,AAH,ONT,20230516,64,AAH_ONT_20230516_064_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T02:15:00Z,NA,3500,FF,Whole,1,20,0.22,NA,0-01-01T03:07:00Z,0-01-01T03:26:00Z,43.51975,-76.91836666666667,71,1750,May,3527583.2424591295,< 10 m,5,yes,stratified,NA,10.1,228,1.7,448,9.77,1.7286203412871453,13.332,31.78,8.726,23.5321,23.718,2.385,1.09,9.72,4.901,7.953,202.588319,2.5409,1e-12,0.8972,79.9083,2.3712,0,0.3157285,14.5516,307.337,0,2152507.4329560697,NA,NA,NA,NA,T5,14.5516
AP_D21,76020,51463,50407,50472,48915,47196,62.08366219415943,AAH_ONT_20230517_041_FP_EW1,74,0.5,20230614,172033163,AAH,ONT,20230517,41,AAH_ONT_20230517_041_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T20:24:00Z,NA,4180,FF,Whole,1,20,0.22,NA,0-01-01T20:49:00Z,0-01-01T21:11:00Z,43.71661666666667,-78.02736666666667,47,2090,May,4481325.963619618,< 10 m,5,no,stratified,NA,10.3,282,0.352,435,5.46,1.6981140295654928,14.16,31.78,9.238,23.5328,23.1502,2.437,1.3,2.84,4.903,7.0363,199.382468,2.3297,28.732,0.4918,88.4297,0.65201,163.44,0.3444161,13.3628,311.278,0,2210326.157889967,NA,NA,NA,NA,T3,13.3628
AP_D29,54869,36502,35614,35469,34226,32873,59.911789899579,AAH_ONT_20230517_055_FP_EW1,83.3,0.5,20230614,172033163,AAH,ONT,20230517,55,AAH_ONT_20230517_055_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T11:20:00Z,NA,2720,FF,Whole,1,20,0.22,NA,0-01-01T11:32:00Z,0-01-01T11:48:00Z,43.44421666666667,-77.43893333333334,28,1360,May,3686727.1512779184,< 10 m,5,yes,stratified,NA,31.6,313,1.16,468,5.44,1.7587612312601861,12.741,30.34,8.824,23.461,23.6217,3.416,1.04,4.96,4.863,6.09525,193.5893345,2.3187,648.04,0.6192,85.6589,0.61966,1793.85,0.33797180000000004,13.6263,311.29049999999995,0,2193774.731516299,NA,NA,NA,NA,T4,13.6263
AP_D37,93816,66001,64755,64847,62780,61451,65.50162019271767,AAH_ONT_20230518_029_FP_EW1,43.4,0.5,20230615,172033163,AAH,ONT,20230518,29,AAH_ONT_20230518_029_3,0.5,NA,NA,NA,20230518,3,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T15:52:00Z,NA,4085,FF,Whole,1,20,0.22,NA,0-01-01T16:08:00Z,0-01-01T16:28:00Z,43.81845,-78.86953333333334,36,2042.5,May,3124920.3343311073,< 10 m,5,yes,stratified,NA,10.9,335,2.05,521,3.71,1.583,14.559,31.34,8.922,24.8209,23.2698,2.283,0.955,0.79,4.9,5.9739,198.521921,2.1856,727.16,0.2912,92.978,0.079365,1667.8,0.4047017,12.7097,320.548,0,2363487.4482051875,NA,NA,NA,NA,T2,12.7097
AP_D45,83408,57261,56013,55876,54065,51573,61.83219835027815,AAH_ONT_20230518_035_FP_BW1,30.5,0.5,20230615,172033163,AAH,ONT,20230518,35,AAH_ONT_20230518_035_2,0.5,NA,NA,NA,20230518,2,Rosette Cast,2,27,NA,B,NA,NA,0-01-01T07:58:00Z,NA,3420,FF,Whole,1,20,0.22,NA,0-01-01T08:15:00Z,0-01-01T08:33:00Z,43.36183333333334,-78.72948333333333,35,1710,May,2646207.771586461,20-30 m,27,yes,unstratified,NA,28.5,293,0.352,479,4.32,1.5519132860665277,12.530999999999999,32.34,9.022,21.098,22.4893,2.613,1.04,1.26,26.436,6.5737,193.344396,2.1294,0.0177,0.5311,87.5671,0.43346,1248.4,0.372688,12.1066,306.168,0,2110711.062470246,NA,NA,NA,NA,T2,12.1066
AP_D53,84184,59245,58067,58006,56255,55157,65.51957616649244,AAH_ONT_20230519_012_FP_BW1,20.2,0.5,20230615,172033163,AAH,ONT,20230519,12,AAH_ONT_20230519_012_3,0.5,NA,NA,NA,20230519,3,Rosette Cast,3,102.8,NA,B,NA,NA,0-01-01T10:34:00Z,NA,4860,FF,Whole,1,20,0.22,NA,0-01-01T10:48:00Z,0-01-01T11:08:00Z,43.5035,-79.35378333333334,34,2430,May,1897558.9610868061,>100 m,103,yes,stratified,NA,16.9,340,1.6,465,3.78,1.3561744010373353,13.734000000000002,32.82,9.1,23.0571,23.2336,2.478,1.02,0.05,100.816,4.0738,183.717737,2.0623,1e-12,0.1013,97.5001,0.037851,1518.2,0.381419,12.5906,315.942,0,2234135.942737575,NA,NA,NA,NA,T1,12.5906
AP_D62,11347,481,420,418,384,381,3.35771569577862,EXTRACTION_NEGATIVE,NA,0.5,20230724,172033163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP_D76,80438,53535,52272,52227,50558,48089,59.78393296700565,AAH_ONT_20230927_012_FP_MW2,18.2,0.5,20231009,172033163,AAH,ONT,20230927,12,AAH_ONT_20230927_012_2,0.75,NA,NA,NA,20230927,2,Rosette Cast,3,52,NA,M,NA,NA,0-01-01T23:32:00Z,NA,4300,FF,Whole,2,20,0.22,NA,0-01-01T00:26:00Z,0-01-01T00:47:00Z,43.50345,-79.35313333,75,2150,September,2451200.4466958325,40-100 m,51.9,no,unstratified,NA,13.6,367,1.68,517,2.25,1.468,13.314,29.86,8.64,23.6963,23.2952,2.584,1.33,0.37,50.999,4.7555,188.39845,0.0195,1e-12,0.3217,92.2722,0.22344,0,0.0554688,-3.1564,189.510241,0,2262315.8531071944,4.7514,2.2418,316.568,11.1667,T1,11.1667
AP_D84,81952,59175,58032,58151,55988,55213,67.37236431081608,AAH_ONT_20230927_029_FP_EW2,23.5,0.25,20231011,175026656_1,AAH,ONT,20230927,29,AAH_ONT_20230927_029_1,0.75,NA,NA,NA,20230927,1,Rosette Cast,3,5,NA,E,NA,NA,0-01-01T04:45:00Z,NA,4750,FF,Whole,2,20,0.22,NA,0-01-01T05:47:00Z,0-01-01T06:12:00Z,43.81948333,-78.87111667,87,1187.5,September,5896169.748560903,< 10 m,5,no,unstratified,NA,15,134,0.978,336,2.68,1.394,12.789,30.48,8.43,23.1378,22.5006,2.814,0.532,2.21,4.908,19.0098,266.016729,0.0281,1e-12,1.0288,77.3205,0.80952,0,0.0554688,-2.192,267.140108,0,2108569.5692568836,19.0088,2.5421,302.202,9.2664,T2,9.2664
AP_D92,82373,53969,52742,52735,51175,49170,59.69188933266969,AAH_ONT_20230927_033_FP_MW2,12.5,0.25,20231006,172033163,AAH,ONT,20230927,33,AAH_ONT_20230927_033_2,0.75,NA,NA,day sample,20230927,2,Rosette Cast,3,68.5,NA,M,NA,NA,0-01-01T09:29:00Z,NA,3860,FF,Whole,2,20,0.22,Day sample,0-01-01T10:33:00Z,0-01-01T10:50:00Z,43.5965,-78.81436667,81,965,September,1853690.3182132165,40-100 m,68.5,no,unstratified,NA,6.77,355,1.35,521,3.56,1.433,13.497,30.96,8.68,23.4166,23.1804,2.233,1.46,0.25,67.176,4.1696,184.194728,0.022,1e-12,0.2789,93.2655,0.14286,1400,0.05339,-3.2068,185.325195,0,2232408.445629988,4.1691,2.3663,315.711,12.1977,T2,12.1977
AP_D100,94568,62115,60610,60605,58169,55488,58.67523898147365,AAH_ONT_20230926_035_FP_BW2,43.6,0.25,20231011,175026656_1,AAH,ONT,20230926,35,AAH_ONT_20230926_035_3,0.75,NA,NA,NA,20230926,3,Rosette Cast,3,26.7,NA,B,NA,NA,0-01-01T13:53:00Z,NA,4110,FF,Whole,2,20,0.22,NA,0-01-01T15:02:00Z,0-01-01T15:22:00Z,43.36143333,-78.72943333,89,1027.5,September,3326491.945199171,20-30 m,26.7,NA,NA,NA,29.2,310,0.352,528,4.45,1.495,13.605,30.16,8.55,23.9701,22.3802,2.475,1.13,1.14,26.195,9.1792,213.927646,0.0269,3.2873,0.6683,84.6134,0.62271,1608.8,0.0554688,-2.7474,215.15419,0,2270460.734412068,9.1784,2.3126,312.931,10.3,T2,10.3
AP_D6,73296,49405,48409,48444,46940,45686,62.330822964418246,AAH_ONT_20230516_048_FP_BW2,12.7,0.5,20230609,172033163,AAH,ONT,20230516,48,AAH_ONT_20230516_048_2,0.5,NA,NA,NA,20230516,2,Rosette Cast,3,35,NA,B,NA,NA,0-01-01T18:07:00Z,NA,2400,FF,Whole,2,20,0.22,NA,0-01-01T18:27:00Z,0-01-01T18:34:00Z,43.8797,-77.43975,27,1200,May,2371948.701358508,30-40 m,35,no,unstratified,NA,21.3,350,1.02,477,2.31,1.7278121571972358,13.280999999999999,30.1,8.614,23.8298,23.4781,2.179,1.14,0.24,34.318,4.7906,187.991939,2.1612,4.383,0.1034,97.4478,0.090354,458.8,0.3984652,12.98905,315.517,0,2243861.3210732397,NA,NA,NA,NA,T4,12.98905
AP_D14,47179,30748,30008,30070,29130,27871,59.07501218762585,AAH_ONT_20230516_064_FP_EW2,130,0.5,20230613,172033163,AAH,ONT,20230516,64,AAH_ONT_20230516_064_1,0.5,NA,NA,NA,20230516,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T02:15:00Z,NA,3820,FF,Whole,2,20,0.22,NA,0-01-01T03:43:00Z,0-01-01T04:03:00Z,43.51975,-76.91836666666667,108,1910,May,4631504.018420447,< 10 m,5,yes,stratified,NA,10.1,228,1.7,448,9.77,1.7286203412871453,13.332,31.78,8.726,23.5321,23.718,2.385,1.09,9.72,4.901,7.953,202.588319,2.5409,1e-12,0.8972,79.9083,2.3712,0,0.3157285,14.5516,307.337,0,2152507.4329560697,NA,NA,NA,NA,T5,14.5516
AP_D22,72759,50942,49859,49841,48517,47265,64.96103574815487,AAH_ONT_20230517_041_FP_EW2,54.2,0.5,20230614,172033163,AAH,ONT,20230517,41,AAH_ONT_20230517_041_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,2,5,NA,E,NA,NA,0-01-01T20:24:00Z,NA,2620,FF,Whole,2,20,0.22,NA,0-01-01T20:56:00Z,0-01-01T21:21:00Z,43.71661666666667,-78.02736666666667,57,1310,May,3608275.928620769,< 10 m,5,no,stratified,NA,10.3,282,0.352,435,5.46,1.6981140295654928,14.16,31.78,9.238,23.5328,23.1502,2.437,1.3,2.84,4.903,7.0363,199.382468,2.3297,28.732,0.4918,88.4297,0.65201,163.44,0.3444161,13.3628,311.278,0,2210326.157889967,NA,NA,NA,NA,T3,13.3628
AP_D30,53861,37547,36645,36709,35398,34172,63.44479307847979,AAH_ONT_20230517_055_FP_EW2,74,0.5,20230614,172033163,AAH,ONT,20230517,55,AAH_ONT_20230517_055_1,0.5,NA,NA,NA,20230517,1,Rosette Cast,1,5,NA,E,NA,NA,0-01-01T11:20:00Z,NA,3600,FF,Whole,2,20,0.22,NA,0-01-01T11:33:00Z,0-01-01T11:48:00Z,43.44421666666667,-77.43893333333334,28,1800,May,4582512.030393736,< 10 m,5,yes,stratified,NA,31.6,313,1.16,468,5.44,1.7587612312601861,12.741,30.34,8.824,23.461,23.6217,3.416,1.04,4.96,4.863,6.09525,193.5893345,2.3187,648.04,0.6192,85.6589,0.61966,1793.85,0.33797180000000004,13.6263,311.29049999999995,0,2193774.731516299,NA,NA,NA,NA,T4,13.6263
AP_D38,58500,40970,39905,39895,38064,36963,63.184615384615384,AAH_ONT_20230518_029_FP_MW1,33.2,0.5,20230614,172033163,AAH,ONT,20230518,29,AAH_ONT_20230518_029_1,0.5,NA,NA,NA,20230518,1,Rosette Cast,1,19,NA,M,NA,NA,0-01-01T16:17:00Z,NA,4400,FF,Whole,1,20,0.22,NA,0-01-01T16:32:00Z,0-01-01T16:53:00Z,43.81845,-78.86953333333334,36,2200,May,2566155.5035689618,10-20 m,21,yes,stratified,NA,16.7,333,2,539,4.23,1.7215750826882752,14.517000000000001,31.6,8.914,24.4026,23.2776,2.334,0.923,0.44,18.629,5.6855,196.847984,2.1734,85.741,0.3047,92.6643,0.17094,1701.3,0.4071962,12.7166,320.734,0,2360977.1919793705,NA,NA,NA,NA,T2,12.7166
